School,Role,Email,Password,First Name,Last Name
Misamis University,ORG Officer (COLLEGE OF Sub-Org 1),mia.miller43@misamisuniversity.edu.ph,Student123!,Mia,Miller
Misamis University,ORG Officer (COLLEGE OF Sub-Org 1),diya.lee7@misamisuniversity.edu.ph,Student123!,Diya,Lee
Misamis University,ORG Officer (COLLEGE OF Sub-Org 1),valeria.young39@misamisuniversity.edu.ph,Student123!,Valeria,Young
Misamis University,ORG Officer (COLLEGE OF Sub-Org 2),diya.lee7@misamisuniversity.edu.ph,Student123!,Diya,Lee
Misamis University,ORG Officer (COLLEGE OF Sub-Org 2),evelyn.ramos35@misamisuniversity.edu.ph,Student123!,Evelyn,Ramos
Misamis University,ORG Officer (COLLEGE OF Sub-Org 1),susan.jain93@misamisuniversity.edu.ph,Student123!,Susan,Jain
San Beda University,SSG Officer,mary.miller65@sanbedauniversity.edu.ph,Student123!,Mary,Miller
San Beda University,SSG Officer,emma.thomas16@sanbedauniversity.edu.ph,Student123!,Emma,Thomas
San Beda University,SSG Officer,christian.allen20@sanbedauniversity.edu.ph,Student123!,Christian,Allen
San Beda University,SSG Officer,owen.alcantara50@sanbedauniversity.edu.ph,Student123!,Owen,Alcantara
San Beda University,SSG Officer,ava.allen49@sanbedauniversity.edu.ph,Student123!,Ava,Allen
San Beda University,SG Officer (College of Agriculture and Forestry Student Gov),jessica.molina48@sanbedauniversity.edu.ph,Student123!,Jessica,Molina
San Beda University,SG Officer (College of Agriculture and Forestry Student Gov),margaret.hassan90@sanbedauniversity.edu.ph,Student123!,Margaret,Hassan
San Beda University,SG Officer (College of Agriculture and Forestry Student Gov),margaret.tanaka1@sanbedauniversity.edu.ph,Student123!,Margaret,Tanaka
San Beda University,SG Officer (College of Architecture and Fine Arts Student Gov),margaret.tanaka1@sanbedauniversity.edu.ph,Student123!,Margaret,Tanaka
San Beda University,SG Officer (College of Criminal Justice Student Gov),evelyn.suzuki51@sanbedauniversity.edu.ph,Student123!,Evelyn,Suzuki
San Beda University,ORG Officer (COLLEGE OF Sub-Org 1),emma.thomas16@sanbedauniversity.edu.ph,Student123!,Emma,Thomas
San Beda University,ORG Officer (COLLEGE OF Sub-Org 1),sandra.williams58@sanbedauniversity.edu.ph,Student123!,Sandra,Williams
San Beda University,ORG Officer (COLLEGE OF Sub-Org 1),margaret.hassan90@sanbedauniversity.edu.ph,Student123!,Margaret,Hassan
San Beda University,ORG Officer (COLLEGE OF Sub-Org 1),christian.allen20@sanbedauniversity.edu.ph,Student123!,Christian,Allen
San Beda University,ORG Officer (COLLEGE OF Sub-Org 1),margaret.hassan90@sanbedauniversity.edu.ph,Student123!,Margaret,Hassan
San Beda University,ORG Officer (COLLEGE OF Sub-Org 1),mia.gonzalez30@sanbedauniversity.edu.ph,Student123!,Mia,Gonzalez
Meridian Polytechnic College,SSG Officer,john.ocampo34@meridianpolytechniccollege.edu.ph,Student123!,John,Ocampo
Meridian Polytechnic College,SSG Officer,jayden.santos97@meridianpolytechniccollege.edu.ph,Student123!,Jayden,Santos
Meridian Polytechnic College,SSG Officer,anthony.perez54@meridianpolytechniccollege.edu.ph,Student123!,Anthony,Perez
Meridian Polytechnic College,SSG Officer,stella.zhang97@meridianpolytechniccollege.edu.ph,Student123!,Stella,Zhang
Meridian Polytechnic College,SG Officer (College of Hospitality and Tourism Student Gov),sophia.ferrer93@meridianpolytechniccollege.edu.ph,Student123!,Sophia,Ferrer
Meridian Polytechnic College,SG Officer (College of Hospitality and Tourism Student Gov),julian.yang59@meridianpolytechniccollege.edu.ph,Student123!,Julian,Yang
Meridian Polytechnic College,SG Officer (College of Hospitality and Tourism Student Gov),aiden.pascual10@meridianpolytechniccollege.edu.ph,Student123!,Aiden,Pascual
Meridian Polytechnic College,SG Officer (College of Medicine Student Gov),katrina.miranda2@meridianpolytechniccollege.edu.ph,Student123!,Katrina,Miranda
Meridian Polytechnic College,SG Officer (College of Medicine Student Gov),aubrey.chen19@meridianpolytechniccollege.edu.ph,Student123!,Aubrey,Chen
Meridian Polytechnic College,SG Officer (College of Engineering Student Gov),lucas.moore22@meridianpolytechniccollege.edu.ph,Student123!,Lucas,Moore
Meridian Polytechnic College,ORG Officer (COLLEGE OF Sub-Org 1),sophia.ferrer93@meridianpolytechniccollege.edu.ph,Student123!,Sophia,Ferrer
Meridian Polytechnic College,ORG Officer (COLLEGE OF Sub-Org 1),jayden.santos97@meridianpolytechniccollege.edu.ph,Student123!,Jayden,Santos
Meridian Polytechnic College,ORG Officer (COLLEGE OF Sub-Org 2),jack.castillo74@meridianpolytechniccollege.edu.ph,Student123!,Jack,Castillo
Meridian Polytechnic College,ORG Officer (COLLEGE OF Sub-Org 2),luke.pascual74@meridianpolytechniccollege.edu.ph,Student123!,Luke,Pascual
Meridian Polytechnic College,ORG Officer (COLLEGE OF Sub-Org 1),sophia.ferrer93@meridianpolytechniccollege.edu.ph,Student123!,Sophia,Ferrer
Meridian Polytechnic College,ORG Officer (COLLEGE OF Sub-Org 1),jack.castillo74@meridianpolytechniccollege.edu.ph,Student123!,Jack,Castillo
Meridian Polytechnic College,ORG Officer (COLLEGE OF Sub-Org 2),luke.pascual74@meridianpolytechniccollege.edu.ph,Student123!,Luke,Pascual
Meridian Polytechnic College,ORG Officer (COLLEGE OF Sub-Org 2),jack.castillo74@meridianpolytechniccollege.edu.ph,Student123!,Jack,Castillo
St. Jude State University,SSG Officer,camila.martin8@stjudestateuniversity.edu.ph,Student123!,Camila,Martin
St. Jude State University,SSG Officer,luke.martinez70@stjudestateuniversity.edu.ph,Student123!,Luke,Martinez
St. Jude State University,SSG Officer,harper.verma41@stjudestateuniversity.edu.ph,Student123!,Harper,Verma
St. Jude State University,SSG Officer,william.walker36@stjudestateuniversity.edu.ph,Student123!,William,Walker
St. Jude State University,SG Officer (College of Engineering Student Gov),william.walker36@stjudestateuniversity.edu.ph,Student123!,William,Walker
St. Jude State University,SG Officer (College of Engineering Student Gov),samuel.singh41@stjudestateuniversity.edu.ph,Student123!,Samuel,Singh
St. Jude State University,SG Officer (College of Engineering Student Gov),camille.wang29@stjudestateuniversity.edu.ph,Student123!,Camille,Wang
St. Jude State University,SG Officer (College of Medicine Student Gov),christian.castro75@stjudestateuniversity.edu.ph,Student123!,Christian,Castro
St. Jude State University,SG Officer (College of Computer Studies Student Gov),luke.martinez70@stjudestateuniversity.edu.ph,Student123!,Luke,Martinez
St. Jude State University,SG Officer (College of Computer Studies Student Gov),sai.salazar27@stjudestateuniversity.edu.ph,Student123!,Sai,Salazar
St. Jude State University,ORG Officer (COLLEGE OF Sub-Org 1),aria.zhang43@stjudestateuniversity.edu.ph,Student123!,Aria,Zhang
St. Jude State University,ORG Officer (COLLEGE OF Sub-Org 1),aria.zhang43@stjudestateuniversity.edu.ph,Student123!,Aria,Zhang
St. Jude State University,ORG Officer (COLLEGE OF Sub-Org 1),samuel.singh41@stjudestateuniversity.edu.ph,Student123!,Samuel,Singh
St. Jude State University,ORG Officer (COLLEGE OF Sub-Org 2),amelia.bermudez37@stjudestateuniversity.edu.ph,Student123!,Amelia,Bermudez
St. Jude State University,ORG Officer (COLLEGE OF Sub-Org 2),jayden.bautista63@stjudestateuniversity.edu.ph,Student123!,Jayden,Bautista
