School,Role,Email,Password,First Name,Last Name
La Salle University,Student,joshua.gupta3@lasalleuniversity.edu.ph,Student123!,Joshua,Gupta
La Salle University,Student,sebastian.smith50@lasalleuniversity.edu.ph,Student123!,Sebastian,Smith
La Salle University,Student,jack.lewis4@lasalleuniversity.edu.ph,Student123!,Jack,Lewis
La Salle University,Student,hiroshi.watanabe22@lasalleuniversity.edu.ph,Student123!,Hiroshi,Watanabe
La Salle University,Student,addison.alcantara76@lasalleuniversity.edu.ph,Student123!,Addison,Alcantara
La Salle University,Student,christopher.yamamoto24@lasalleuniversity.edu.ph,Student123!,Christopher,Yamamoto
La Salle University,Student,mason.bautista44@lasalleuniversity.edu.ph,Student123!,Mason,Bautista
La Salle University,Student,omar.ali61@lasalleuniversity.edu.ph,Student123!,Omar,Ali
La Salle University,Student,rhea.rizal84@lasalleuniversity.edu.ph,Student123!,Rhea,Rizal
La Salle University,Student,rhea.young80@lasalleuniversity.edu.ph,Student123!,Rhea,Young
La Salle University,Student,patricia.soriano60@lasalleuniversity.edu.ph,Student123!,Patricia,Soriano
La Salle University,Student,susan.salazar92@lasalleuniversity.edu.ph,Student123!,Susan,Salazar
La Salle University,Student,isabella.wilson74@lasalleuniversity.edu.ph,Student123!,Isabella,Wilson
La Salle University,Student,emma.li14@lasalleuniversity.edu.ph,Student123!,Emma,Li
La Salle University,Student,aarav.ferrer55@lasalleuniversity.edu.ph,Student123!,Aarav,Ferrer
La Salle University,Student,thomas.castro54@lasalleuniversity.edu.ph,Student123!,Thomas,Castro
La Salle University,Student,amelia.mendoza59@lasalleuniversity.edu.ph,Student123!,Amelia,Mendoza
La Salle University,Student,jessica.liu35@lasalleuniversity.edu.ph,Student123!,Jessica,Liu
La Salle University,Student,ethan.villanueva35@lasalleuniversity.edu.ph,Student123!,Ethan,Villanueva
La Salle University,Student,diya.lopez32@lasalleuniversity.edu.ph,Student123!,Diya,Lopez
La Salle University,Student,liam.brown24@lasalleuniversity.edu.ph,Student123!,Liam,Brown
La Salle University,Student,oliver.reddy77@lasalleuniversity.edu.ph,Student123!,Oliver,Reddy
La Salle University,Student,aria.harris53@lasalleuniversity.edu.ph,Student123!,Aria,Harris
La Salle University,Student,yuki.soriano58@lasalleuniversity.edu.ph,Student123!,Yuki,Soriano
La Salle University,Student,sofia.lewis40@lasalleuniversity.edu.ph,Student123!,Sofia,Lewis
La Salle University,Student,samuel.aguilar96@lasalleuniversity.edu.ph,Student123!,Samuel,Aguilar
La Salle University,Student,oliver.nakamura33@lasalleuniversity.edu.ph,Student123!,Oliver,Nakamura
La Salle University,Student,sakura.harris98@lasalleuniversity.edu.ph,Student123!,Sakura,Harris
La Salle University,Student,betty.chen76@lasalleuniversity.edu.ph,Student123!,Betty,Chen
La Salle University,Student,matthew.harris23@lasalleuniversity.edu.ph,Student123!,Matthew,Harris
La Salle University,Student,aoi.alcantara7@lasalleuniversity.edu.ph,Student123!,Aoi,Alcantara
La Salle University,Student,mei.taylor63@lasalleuniversity.edu.ph,Student123!,Mei,Taylor
La Salle University,Student,isaac.torres44@lasalleuniversity.edu.ph,Student123!,Isaac,Torres
La Salle University,Student,carlos.rivera52@lasalleuniversity.edu.ph,Student123!,Carlos,Rivera
La Salle University,Student,isaac.castillo73@lasalleuniversity.edu.ph,Student123!,Isaac,Castillo
La Salle University,Student,alejandro.thomas78@lasalleuniversity.edu.ph,Student123!,Alejandro,Thomas
La Salle University,Student,ali.bautista57@lasalleuniversity.edu.ph,Student123!,Ali,Bautista
La Salle University,Student,isabella.ferrer98@lasalleuniversity.edu.ph,Student123!,Isabella,Ferrer
La Salle University,Student,mateo.suzuki71@lasalleuniversity.edu.ph,Student123!,Mateo,Suzuki
La Salle University,Student,james.das61@lasalleuniversity.edu.ph,Student123!,James,Das
La Salle University,Student,sandra.torres59@lasalleuniversity.edu.ph,Student123!,Sandra,Torres
La Salle University,Student,marianne.king76@lasalleuniversity.edu.ph,Student123!,Marianne,King
La Salle University,Student,mia.anderson20@lasalleuniversity.edu.ph,Student123!,Mia,Anderson
La Salle University,Student,charles.davis77@lasalleuniversity.edu.ph,Student123!,Charles,Davis
La Salle University,Student,harper.thomas90@lasalleuniversity.edu.ph,Student123!,Harper,Thomas
La Salle University,Student,grace.molina77@lasalleuniversity.edu.ph,Student123!,Grace,Molina
La Salle University,Student,zainab.bautista12@lasalleuniversity.edu.ph,Student123!,Zainab,Bautista
La Salle University,Student,tariq.watanabe6@lasalleuniversity.edu.ph,Student123!,Tariq,Watanabe
La Salle University,Student,aria.sato24@lasalleuniversity.edu.ph,Student123!,Aria,Sato
La Salle University,Student,stella.rao61@lasalleuniversity.edu.ph,Student123!,Stella,Rao
La Salle University,Student,mariana.bautista43@lasalleuniversity.edu.ph,Student123!,Mariana,Bautista
La Salle University,Student,luis.suzuki71@lasalleuniversity.edu.ph,Student123!,Luis,Suzuki
La Salle University,Student,daniel.cruz99@lasalleuniversity.edu.ph,Student123!,Daniel,Cruz
La Salle University,Student,leah.molina25@lasalleuniversity.edu.ph,Student123!,Leah,Molina
La Salle University,Student,addison.huang98@lasalleuniversity.edu.ph,Student123!,Addison,Huang
La Salle University,Student,juan.aguilar57@lasalleuniversity.edu.ph,Student123!,Juan,Aguilar
La Salle University,Student,michael.castillo91@lasalleuniversity.edu.ph,Student123!,Michael,Castillo
La Salle University,Student,ella.johnson29@lasalleuniversity.edu.ph,Student123!,Ella,Johnson
La Salle University,Student,rhea.thomas64@lasalleuniversity.edu.ph,Student123!,Rhea,Thomas
La Salle University,Student,sophia.rivera71@lasalleuniversity.edu.ph,Student123!,Sophia,Rivera
La Salle University,Student,karen.guzman18@lasalleuniversity.edu.ph,Student123!,Karen,Guzman
La Salle University,Student,hassan.verma65@lasalleuniversity.edu.ph,Student123!,Hassan,Verma
La Salle University,Student,luis.zhang75@lasalleuniversity.edu.ph,Student123!,Luis,Zhang
La Salle University,Student,enrico.martin45@lasalleuniversity.edu.ph,Student123!,Enrico,Martin
La Salle University,Student,jackson.bautista31@lasalleuniversity.edu.ph,Student123!,Jackson,Bautista
La Salle University,Student,sandra.sharma91@lasalleuniversity.edu.ph,Student123!,Sandra,Sharma
La Salle University,Student,leah.verma20@lasalleuniversity.edu.ph,Student123!,Leah,Verma
La Salle University,Student,patricia.castro13@lasalleuniversity.edu.ph,Student123!,Patricia,Castro
Misamis University,Student,carlos.perez40@misamisuniversity.edu.ph,Student123!,Carlos,Perez
Misamis University,Student,valeria.young39@misamisuniversity.edu.ph,Student123!,Valeria,Young
Misamis University,Student,mariana.reddy55@misamisuniversity.edu.ph,Student123!,Mariana,Reddy
Misamis University,Student,abigail.patel6@misamisuniversity.edu.ph,Student123!,Abigail,Patel
Misamis University,Student,susan.thomas62@misamisuniversity.edu.ph,Student123!,Susan,Thomas
Misamis University,Student,addison.li54@misamisuniversity.edu.ph,Student123!,Addison,Li
Misamis University,Student,abigail.nair62@misamisuniversity.edu.ph,Student123!,Abigail,Nair
Misamis University,Student,nancy.jain33@misamisuniversity.edu.ph,Student123!,Nancy,Jain
Misamis University,Student,carter.mendoza74@misamisuniversity.edu.ph,Student123!,Carter,Mendoza
Misamis University,Student,angelica.takahashi39@misamisuniversity.edu.ph,Student123!,Angelica,Takahashi
Misamis University,Student,john.walker70@misamisuniversity.edu.ph,Student123!,John,Walker
Misamis University,Student,samuel.smith90@misamisuniversity.edu.ph,Student123!,Samuel,Smith
Misamis University,Student,lily.domingo11@misamisuniversity.edu.ph,Student123!,Lily,Domingo
Misamis University,Student,linda.tanaka84@misamisuniversity.edu.ph,Student123!,Linda,Tanaka
Misamis University,Student,sakura.domingo35@misamisuniversity.edu.ph,Student123!,Sakura,Domingo
Misamis University,Student,diego.navarro85@misamisuniversity.edu.ph,Student123!,Diego,Navarro
Misamis University,Student,jerome.wright60@misamisuniversity.edu.ph,Student123!,Jerome,Wright
Misamis University,Student,ali.gonzalez58@misamisuniversity.edu.ph,Student123!,Ali,Gonzalez
Misamis University,Student,susan.jain93@misamisuniversity.edu.ph,Student123!,Susan,Jain
Misamis University,Student,sebastian.alcantara95@misamisuniversity.edu.ph,Student123!,Sebastian,Alcantara
Misamis University,Student,nancy.johnson65@misamisuniversity.edu.ph,Student123!,Nancy,Johnson
Misamis University,Student,joshua.walker51@misamisuniversity.edu.ph,Student123!,Joshua,Walker
Misamis University,Student,mia.miller43@misamisuniversity.edu.ph,Student123!,Mia,Miller
Misamis University,Student,sandra.moore35@misamisuniversity.edu.ph,Student123!,Sandra,Moore
Misamis University,Student,grace.wang59@misamisuniversity.edu.ph,Student123!,Grace,Wang
Misamis University,Student,elijah.garcia64@misamisuniversity.edu.ph,Student123!,Elijah,Garcia
Misamis University,Student,hiroshi.taylor45@misamisuniversity.edu.ph,Student123!,Hiroshi,Taylor
Misamis University,Student,david.thomas17@misamisuniversity.edu.ph,Student123!,David,Thomas
Misamis University,Student,aoi.martin1@misamisuniversity.edu.ph,Student123!,Aoi,Martin
Misamis University,Student,omar.rivera21@misamisuniversity.edu.ph,Student123!,Omar,Rivera
Misamis University,Student,liam.alcantara42@misamisuniversity.edu.ph,Student123!,Liam,Alcantara
Misamis University,Student,mia.ramirez57@misamisuniversity.edu.ph,Student123!,Mia,Ramirez
Misamis University,Student,dylan.perez60@misamisuniversity.edu.ph,Student123!,Dylan,Perez
Misamis University,Student,valentina.nakamura40@misamisuniversity.edu.ph,Student123!,Valentina,Nakamura
Misamis University,Student,gabriel.nair75@misamisuniversity.edu.ph,Student123!,Gabriel,Nair
Misamis University,Student,logan.taylor67@misamisuniversity.edu.ph,Student123!,Logan,Taylor
Misamis University,Student,yuki.rodriguez74@misamisuniversity.edu.ph,Student123!,Yuki,Rodriguez
Misamis University,Student,miguel.zhao60@misamisuniversity.edu.ph,Student123!,Miguel,Zhao
Misamis University,Student,nathaniel.huang82@misamisuniversity.edu.ph,Student123!,Nathaniel,Huang
Misamis University,Student,aubrey.gomez60@misamisuniversity.edu.ph,Student123!,Aubrey,Gomez
Misamis University,Student,susan.salazar15@misamisuniversity.edu.ph,Student123!,Susan,Salazar
Misamis University,Student,omar.li67@misamisuniversity.edu.ph,Student123!,Omar,Li
Misamis University,Student,diya.lee7@misamisuniversity.edu.ph,Student123!,Diya,Lee
Misamis University,Student,marianne.alcantara17@misamisuniversity.edu.ph,Student123!,Marianne,Alcantara
Misamis University,Student,jayden.ali93@misamisuniversity.edu.ph,Student123!,Jayden,Ali
Misamis University,Student,john.guzman46@misamisuniversity.edu.ph,Student123!,John,Guzman
Misamis University,Student,sebastian.ali22@misamisuniversity.edu.ph,Student123!,Sebastian,Ali
Misamis University,Student,yuki.sharma17@misamisuniversity.edu.ph,Student123!,Yuki,Sharma
Misamis University,Student,dylan.martin77@misamisuniversity.edu.ph,Student123!,Dylan,Martin
Misamis University,Student,dylan.zhao35@misamisuniversity.edu.ph,Student123!,Dylan,Zhao
Misamis University,Student,czarina.gonzalez60@misamisuniversity.edu.ph,Student123!,Czarina,Gonzalez
Misamis University,Student,jasmine.wang24@misamisuniversity.edu.ph,Student123!,Jasmine,Wang
Misamis University,Student,isabella.rodriguez43@misamisuniversity.edu.ph,Student123!,Isabella,Rodriguez
Misamis University,Student,nathaniel.johnson17@misamisuniversity.edu.ph,Student123!,Nathaniel,Johnson
Misamis University,Student,betty.santos95@misamisuniversity.edu.ph,Student123!,Betty,Santos
Misamis University,Student,vihaan.reyes82@misamisuniversity.edu.ph,Student123!,Vihaan,Reyes
Misamis University,Student,hannah.ali89@misamisuniversity.edu.ph,Student123!,Hannah,Ali
Misamis University,Student,vihaan.hernandez77@misamisuniversity.edu.ph,Student123!,Vihaan,Hernandez
Misamis University,Student,susan.villanueva95@misamisuniversity.edu.ph,Student123!,Susan,Villanueva
Misamis University,Student,amina.sharma2@misamisuniversity.edu.ph,Student123!,Amina,Sharma
Misamis University,Student,linda.salazar91@misamisuniversity.edu.ph,Student123!,Linda,Salazar
Misamis University,Student,amelia.hill9@misamisuniversity.edu.ph,Student123!,Amelia,Hill
Misamis University,Student,valentina.jackson32@misamisuniversity.edu.ph,Student123!,Valentina,Jackson
Misamis University,Student,mateo.suzuki37@misamisuniversity.edu.ph,Student123!,Mateo,Suzuki
Misamis University,Student,mary.singh19@misamisuniversity.edu.ph,Student123!,Mary,Singh
Misamis University,Student,harper.mendoza74@misamisuniversity.edu.ph,Student123!,Harper,Mendoza
Misamis University,Student,isabella.robinson76@misamisuniversity.edu.ph,Student123!,Isabella,Robinson
Misamis University,Student,camila.ramirez76@misamisuniversity.edu.ph,Student123!,Camila,Ramirez
Misamis University,Student,jessica.pascual29@misamisuniversity.edu.ph,Student123!,Jessica,Pascual
Misamis University,Student,nancy.young66@misamisuniversity.edu.ph,Student123!,Nancy,Young
Misamis University,Student,alejandro.williams44@misamisuniversity.edu.ph,Student123!,Alejandro,Williams
Misamis University,Student,richard.white13@misamisuniversity.edu.ph,Student123!,Richard,White
Misamis University,Student,sofia.zhao3@misamisuniversity.edu.ph,Student123!,Sofia,Zhao
Misamis University,Student,karen.li8@misamisuniversity.edu.ph,Student123!,Karen,Li
Misamis University,Student,david.bautista17@misamisuniversity.edu.ph,Student123!,David,Bautista
Misamis University,Student,valeria.gonzalez47@misamisuniversity.edu.ph,Student123!,Valeria,Gonzalez
Misamis University,Student,evelyn.ramos35@misamisuniversity.edu.ph,Student123!,Evelyn,Ramos
Misamis University,Student,juan.martin88@misamisuniversity.edu.ph,Student123!,Juan,Martin
Misamis University,Student,rhea.gomez11@misamisuniversity.edu.ph,Student123!,Rhea,Gomez
Misamis University,Student,lucas.rao17@misamisuniversity.edu.ph,Student123!,Lucas,Rao
Misamis University,Student,chloe.reddy99@misamisuniversity.edu.ph,Student123!,Chloe,Reddy
Misamis University,Student,julian.lopez94@misamisuniversity.edu.ph,Student123!,Julian,Lopez
Misamis University,Student,noah.li89@misamisuniversity.edu.ph,Student123!,Noah,Li
Misamis University,Student,katrina.zhao61@misamisuniversity.edu.ph,Student123!,Katrina,Zhao
Misamis University,Student,yuki.ramos64@misamisuniversity.edu.ph,Student123!,Yuki,Ramos
Misamis University,Student,amelia.reddy81@misamisuniversity.edu.ph,Student123!,Amelia,Reddy
Misamis University,Student,diego.das16@misamisuniversity.edu.ph,Student123!,Diego,Das
Misamis University,Student,kavya.martinez69@misamisuniversity.edu.ph,Student123!,Kavya,Martinez
Misamis University,Student,adrian.li17@misamisuniversity.edu.ph,Student123!,Adrian,Li
Misamis University,Student,jackson.villanueva38@misamisuniversity.edu.ph,Student123!,Jackson,Villanueva
Misamis University,Student,camila.salazar65@misamisuniversity.edu.ph,Student123!,Camila,Salazar
Misamis University,Student,dylan.cruz40@misamisuniversity.edu.ph,Student123!,Dylan,Dela Cruz
Misamis University,Student,yuki.hassan65@misamisuniversity.edu.ph,Student123!,Yuki,Hassan
Misamis University,Student,anthony.garcia98@misamisuniversity.edu.ph,Student123!,Anthony,Garcia
Misamis University,Student,kavya.miller20@misamisuniversity.edu.ph,Student123!,Kavya,Miller
Misamis University,Student,evelyn.guzman85@misamisuniversity.edu.ph,Student123!,Evelyn,Guzman
Misamis University,Student,jasmine.young53@misamisuniversity.edu.ph,Student123!,Jasmine,Young
Misamis University,Student,aoi.alcantara68@misamisuniversity.edu.ph,Student123!,Aoi,Alcantara
Misamis University,Student,katrina.ali81@misamisuniversity.edu.ph,Student123!,Katrina,Ali
Misamis University,Student,mariana.singh98@misamisuniversity.edu.ph,Student123!,Mariana,Singh
Misamis University,Student,sebastian.thompson20@misamisuniversity.edu.ph,Student123!,Sebastian,Thompson
Misamis University,Student,aisha.smith71@misamisuniversity.edu.ph,Student123!,Aisha,Smith
Misamis University,Student,aiden.martin46@misamisuniversity.edu.ph,Student123!,Aiden,Martin
Misamis University,Student,robert.velasco93@misamisuniversity.edu.ph,Student123!,Robert,Velasco
Misamis University,Student,richard.gupta67@misamisuniversity.edu.ph,Student123!,Richard,Gupta
Misamis University,Student,anthony.yamamoto37@misamisuniversity.edu.ph,Student123!,Anthony,Yamamoto
Misamis University,Student,ava.velasco62@misamisuniversity.edu.ph,Student123!,Ava,Velasco
Misamis University,Student,jasmine.villanueva93@misamisuniversity.edu.ph,Student123!,Jasmine,Villanueva
Misamis University,Student,lucas.rodriguez63@misamisuniversity.edu.ph,Student123!,Lucas,Rodriguez
Misamis University,Student,mia.hill45@misamisuniversity.edu.ph,Student123!,Mia,Hill
Misamis University,Student,aisha.singh32@misamisuniversity.edu.ph,Student123!,Aisha,Singh
Misamis University,Student,angelica.castillo76@misamisuniversity.edu.ph,Student123!,Angelica,Castillo
Misamis University,Student,sakura.jones45@misamisuniversity.edu.ph,Student123!,Sakura,Jones
Misamis University,Student,tariq.verma61@misamisuniversity.edu.ph,Student123!,Tariq,Verma
Misamis University,Student,aarav.walker13@misamisuniversity.edu.ph,Student123!,Aarav,Walker
Misamis University,Student,yuki.cortez54@misamisuniversity.edu.ph,Student123!,Yuki,Cortez
Misamis University,Student,luis.aguilar2@misamisuniversity.edu.ph,Student123!,Luis,Aguilar
Misamis University,Student,mateo.takahashi38@misamisuniversity.edu.ph,Student123!,Mateo,Takahashi
Misamis University,Student,michael.suzuki38@misamisuniversity.edu.ph,Student123!,Michael,Suzuki
Misamis University,Student,grace.yang76@misamisuniversity.edu.ph,Student123!,Grace,Yang
Misamis University,Student,carter.ramos31@misamisuniversity.edu.ph,Student123!,Carter,Ramos
Misamis University,Student,jennifer.reyes2@misamisuniversity.edu.ph,Student123!,Jennifer,Reyes
Misamis University,Student,alejandro.navarro8@misamisuniversity.edu.ph,Student123!,Alejandro,Navarro
Misamis University,Student,jayden.hernandez21@misamisuniversity.edu.ph,Student123!,Jayden,Hernandez
Misamis University,Student,addison.lewis92@misamisuniversity.edu.ph,Student123!,Addison,Lewis
Misamis University,Student,harper.ferrer53@misamisuniversity.edu.ph,Student123!,Harper,Ferrer
Misamis University,Student,ava.huang64@misamisuniversity.edu.ph,Student123!,Ava,Huang
Misamis University,Student,matthew.bautista21@misamisuniversity.edu.ph,Student123!,Matthew,Bautista
Misamis University,Student,elizabeth.cruz52@misamisuniversity.edu.ph,Student123!,Elizabeth,Dela Cruz
Misamis University,Student,susan.taylor37@misamisuniversity.edu.ph,Student123!,Susan,Taylor
Misamis University,Student,mason.yang14@misamisuniversity.edu.ph,Student123!,Mason,Yang
Misamis University,Student,christopher.suzuki95@misamisuniversity.edu.ph,Student123!,Christopher,Suzuki
Misamis University,Student,anthony.bautista2@misamisuniversity.edu.ph,Student123!,Anthony,Bautista
Misamis University,Student,ava.singh15@misamisuniversity.edu.ph,Student123!,Ava,Singh
Misamis University,Student,jayden.taylor38@misamisuniversity.edu.ph,Student123!,Jayden,Taylor
Misamis University,Student,stella.bermudez49@misamisuniversity.edu.ph,Student123!,Stella,Bermudez
Misamis University,Student,christopher.bautista79@misamisuniversity.edu.ph,Student123!,Christopher,Bautista
Misamis University,Student,valentina.hill34@misamisuniversity.edu.ph,Student123!,Valentina,Hill
Misamis University,Student,carlos.alcantara25@misamisuniversity.edu.ph,Student123!,Carlos,Alcantara
Misamis University,Student,jerome.velasco39@misamisuniversity.edu.ph,Student123!,Jerome,Velasco
Misamis University,Student,margaret.martinez15@misamisuniversity.edu.ph,Student123!,Margaret,Martinez
Misamis University,Student,mei.martin81@misamisuniversity.edu.ph,Student123!,Mei,Martin
Misamis University,Student,angelica.king86@misamisuniversity.edu.ph,Student123!,Angelica,King
Misamis University,Student,james.park12@misamisuniversity.edu.ph,Student123!,James,Park
Misamis University,Student,diya.wilson79@misamisuniversity.edu.ph,Student123!,Diya,Wilson
Misamis University,Student,kavya.chen19@misamisuniversity.edu.ph,Student123!,Kavya,Chen
Misamis University,Student,ava.cortez28@misamisuniversity.edu.ph,Student123!,Ava,Cortez
Misamis University,Student,david.lewis26@misamisuniversity.edu.ph,Student123!,David,Lewis
Misamis University,Student,mark.cortez44@misamisuniversity.edu.ph,Student123!,Mark,Cortez
Misamis University,Student,barbara.cruz86@misamisuniversity.edu.ph,Student123!,Barbara,Cruz
Misamis University,Student,isabella.cruz54@misamisuniversity.edu.ph,Student123!,Isabella,Dela Cruz
Misamis University,Student,aarav.miller50@misamisuniversity.edu.ph,Student123!,Aarav,Miller
Misamis University,Student,sofia.suzuki68@misamisuniversity.edu.ph,Student123!,Sofia,Suzuki
Misamis University,Student,robert.sanchez46@misamisuniversity.edu.ph,Student123!,Robert,Sanchez
Misamis University,Student,camila.soriano20@misamisuniversity.edu.ph,Student123!,Camila,Soriano
Misamis University,Student,leah.soriano7@misamisuniversity.edu.ph,Student123!,Leah,Soriano
Misamis University,Student,michael.lewis58@misamisuniversity.edu.ph,Student123!,Michael,Lewis
Misamis University,Student,addison.castillo68@misamisuniversity.edu.ph,Student123!,Addison,Castillo
Misamis University,Student,luke.robinson91@misamisuniversity.edu.ph,Student123!,Luke,Robinson
San Beda University,Student,christian.allen20@sanbedauniversity.edu.ph,Student123!,Christian,Allen
San Beda University,Student,valeria.nguyen17@sanbedauniversity.edu.ph,Student123!,Valeria,Nguyen
San Beda University,Student,enrico.martinez97@sanbedauniversity.edu.ph,Student123!,Enrico,Martinez
San Beda University,Student,linda.rizal56@sanbedauniversity.edu.ph,Student123!,Linda,Rizal
San Beda University,Student,betty.chen28@sanbedauniversity.edu.ph,Student123!,Betty,Chen
San Beda University,Student,mia.gonzalez30@sanbedauniversity.edu.ph,Student123!,Mia,Gonzalez
San Beda University,Student,mary.takahashi64@sanbedauniversity.edu.ph,Student123!,Mary,Takahashi
San Beda University,Student,mei.ali80@sanbedauniversity.edu.ph,Student123!,Mei,Ali
San Beda University,Student,fatima.thomas48@sanbedauniversity.edu.ph,Student123!,Fatima,Thomas
San Beda University,Student,zainab.martin10@sanbedauniversity.edu.ph,Student123!,Zainab,Martin
San Beda University,Student,jasmine.miranda94@sanbedauniversity.edu.ph,Student123!,Jasmine,Miranda
San Beda University,Student,jayden.ferrer27@sanbedauniversity.edu.ph,Student123!,Jayden,Ferrer
San Beda University,Student,karen.bautista11@sanbedauniversity.edu.ph,Student123!,Karen,Bautista
San Beda University,Student,aisha.williams20@sanbedauniversity.edu.ph,Student123!,Aisha,Williams
San Beda University,Student,leah.suzuki16@sanbedauniversity.edu.ph,Student123!,Leah,Suzuki
San Beda University,Student,juan.walker83@sanbedauniversity.edu.ph,Student123!,Juan,Walker
San Beda University,Student,jessica.molina48@sanbedauniversity.edu.ph,Student123!,Jessica,Molina
San Beda University,Student,elijah.molina58@sanbedauniversity.edu.ph,Student123!,Elijah,Molina
San Beda University,Student,grace.jones64@sanbedauniversity.edu.ph,Student123!,Grace,Jones
San Beda University,Student,jessica.scott35@sanbedauniversity.edu.ph,Student123!,Jessica,Scott
San Beda University,Student,zoe.rizal82@sanbedauniversity.edu.ph,Student123!,Zoe,Rizal
