School,Role,Email,Password,First Name,Last Name
Misamis University,SG Officer (College of Computer Studies Student Gov),olivia.brown35@misamisuniversity.edu.ph,Student123!,Olivia,Brown
Misamis University,SG Officer (College of Business Administration Student Gov),tariq.huang88@misamisuniversity.edu.ph,Student123!,Tariq,Huang
Misamis University,ORG Officer (COLLEGE OF Sub-Org 1),hannah.nguyen18@misamisuniversity.edu.ph,Student123!,Hannah Sr.,Nguyen
Misamis University,ORG Officer (COLLEGE OF Sub-Org 1),julian.cruz33@misamisuniversity.edu.ph,Student123!,Julian III,Cruz
Misamis University,ORG Officer (COLLEGE OF Sub-Org 1),elijah.brown55@misamisuniversity.edu.ph,Student123!,Elijah,Brown
Misamis University,ORG Officer (COLLEGE OF Sub-Org 1),linda.thomas2@misamisuniversity.edu.ph,Student123!,Linda,Thomas
Misamis University,ORG Officer (COLLEGE OF Sub-Org 1),sai.martin69@misamisuniversity.edu.ph,Student123!,Sai,Martin
Misamis University,ORG Officer (COLLEGE OF Sub-Org 1),olivia.brown35@misamisuniversity.edu.ph,Student123!,Olivia,Brown
Misamis University,ORG Officer (COLLEGE OF Sub-Org 2),chloe.kumar30@misamisuniversity.edu.ph,Student123!,Chloe,Kumar
Misamis University,ORG Officer (COLLEGE OF Sub-Org 1),valentina.chen75@misamisuniversity.edu.ph,Student123!,Valentina Sr.,Chen
Misamis University,ORG Officer (COLLEGE OF Sub-Org 1),yuki.tanaka28@misamisuniversity.edu.ph,Student123!,Yuki,Tanaka
Misamis University,ORG Officer (COLLEGE OF Sub-Org 1),david.martin85@misamisuniversity.edu.ph,Student123!,David,Martin
Misamis University,ORG Officer (COLLEGE OF Sub-Org 1),camille.white47@misamisuniversity.edu.ph,Student123!,Camille,White
Misamis University,ORG Officer (COLLEGE OF Sub-Org 1),elizabeth.johnson23@misamisuniversity.edu.ph,Student123!,Elizabeth III,Johnson
Misamis University,ORG Officer (COLLEGE OF Sub-Org 1),hassan.trinidad2@misamisuniversity.edu.ph,Student123!,Hassan IV,Trinidad
Misamis University,ORG Officer (COLLEGE OF Sub-Org 2),richard.tanaka52@misamisuniversity.edu.ph,Student123!,Richard Jr.,Tanaka
Misamis University,ORG Officer (COLLEGE OF Sub-Org 2),olivia.brown35@misamisuniversity.edu.ph,Student123!,Olivia,Brown
San Beda University,SSG Officer,jasmine.rodriguez36@sanbedauniversity.edu.ph,Student123!,Jasmine Sr.,Rodriguez
San Beda University,SSG Officer,jackson.santos51@sanbedauniversity.edu.ph,Student123!,Jackson,Santos
San Beda University,SSG Officer,william.hernandez25@sanbedauniversity.edu.ph,Student123!,William Sr.,Hernandez
San Beda University,SG Officer (College of Computer Studies Student Gov),william.hernandez25@sanbedauniversity.edu.ph,Student123!,William Sr.,Hernandez
San Beda University,SG Officer (College of Computer Studies Student Gov),thomas.singh98@sanbedauniversity.edu.ph,Student123!,Thomas,Singh
San Beda University,SG Officer (College of Dentistry Student Gov),samuel.lee88@sanbedauniversity.edu.ph,Student123!,Samuel,Lee
San Beda University,SG Officer (College of Education Student Gov),thomas.singh98@sanbedauniversity.edu.ph,Student123!,Thomas,Singh
San Beda University,SG Officer (College of Education Student Gov),jackson.santos51@sanbedauniversity.edu.ph,Student123!,Jackson,Santos
San Beda University,SG Officer (College of Education Student Gov),mia.mendoza10@sanbedauniversity.edu.ph,Student123!,Mia,Mendoza
San Beda University,SG Officer (College of Nursing and Allied Health Student Gov),luke.wang76@sanbedauniversity.edu.ph,Student123!,Luke,Wang
San Beda University,SG Officer (College of Nursing and Allied Health Student Gov),james.gomez12@sanbedauniversity.edu.ph,Student123!,James IV,Gomez
San Beda University,SG Officer (College of Nursing and Allied Health Student Gov),omar.nguyen21@sanbedauniversity.edu.ph,Student123!,Omar,Nguyen
San Beda University,SG Officer (College of Hospitality and Tourism Student Gov),jasmine.rodriguez36@sanbedauniversity.edu.ph,Student123!,Jasmine Sr.,Rodriguez
San Beda University,SG Officer (College of Hospitality and Tourism Student Gov),omar.nguyen21@sanbedauniversity.edu.ph,Student123!,Omar,Nguyen
San Beda University,SG Officer (College of Hospitality and Tourism Student Gov),william.hernandez25@sanbedauniversity.edu.ph,Student123!,William Sr.,Hernandez
San Beda University,SG Officer (College of Law Student Gov),kavya.zhang80@sanbedauniversity.edu.ph,Student123!,Kavya,Zhang
San Beda University,ORG Officer (COLLEGE OF Sub-Org 1),mia.mendoza10@sanbedauniversity.edu.ph,Student123!,Mia,Mendoza
San Beda University,ORG Officer (COLLEGE OF Sub-Org 2),thomas.maceda63@sanbedauniversity.edu.ph,Student123!,Thomas,Maceda
San Beda University,ORG Officer (COLLEGE OF Sub-Org 1),omar.nguyen21@sanbedauniversity.edu.ph,Student123!,Omar,Nguyen
San Beda University,ORG Officer (COLLEGE OF Sub-Org 1),mia.mendoza10@sanbedauniversity.edu.ph,Student123!,Mia,Mendoza
San Beda University,ORG Officer (COLLEGE OF Sub-Org 1),kavya.zhang80@sanbedauniversity.edu.ph,Student123!,Kavya,Zhang
San Beda University,ORG Officer (COLLEGE OF Sub-Org 1),natalie.lewis91@sanbedauniversity.edu.ph,Student123!,Natalie,Lewis
San Beda University,ORG Officer (COLLEGE OF Sub-Org 2),thomas.maceda63@sanbedauniversity.edu.ph,Student123!,Thomas,Maceda
San Beda University,ORG Officer (COLLEGE OF Sub-Org 2),carter.moore44@sanbedauniversity.edu.ph,Student123!,Carter,Moore
San Beda University,ORG Officer (COLLEGE OF Sub-Org 1),betty.gomez24@sanbedauniversity.edu.ph,Student123!,Betty,Gomez
San Beda University,ORG Officer (COLLEGE OF Sub-Org 2),sanya.bermudez39@sanbedauniversity.edu.ph,Student123!,Sanya,Bermudez
San Beda University,ORG Officer (COLLEGE OF Sub-Org 1),omar.nguyen21@sanbedauniversity.edu.ph,Student123!,Omar,Nguyen
Meridian Polytechnic College,SSG Officer,sai.soriano40@meridianpolytechniccollege.edu.ph,Student123!,Sai,Soriano
Meridian Polytechnic College,SSG Officer,nathaniel.nguyen72@meridianpolytechniccollege.edu.ph,Student123!,Nathaniel II,Nguyen
Meridian Polytechnic College,SSG Officer,logan.kim75@meridianpolytechniccollege.edu.ph,Student123!,Logan,Kim
Meridian Polytechnic College,SSG Officer,david.tolentino67@meridianpolytechniccollege.edu.ph,Student123!,David Sr.,Tolentino
Meridian Polytechnic College,SG Officer (College of Architecture and Fine Arts Student Gov),nathaniel.nguyen72@meridianpolytechniccollege.edu.ph,Student123!,Nathaniel II,Nguyen
Meridian Polytechnic College,SG Officer (College of Architecture and Fine Arts Student Gov),sai.soriano40@meridianpolytechniccollege.edu.ph,Student123!,Sai,Soriano
Meridian Polytechnic College,SG Officer (College of Business Administration Student Gov),fatima.smith34@meridianpolytechniccollege.edu.ph,Student123!,Fatima,Smith
Meridian Polytechnic College,SG Officer (College of Law Student Gov),aubrey.ramos65@meridianpolytechniccollege.edu.ph,Student123!,Aubrey,Ramos
Meridian Polytechnic College,SG Officer (College of Law Student Gov),sai.soriano40@meridianpolytechniccollege.edu.ph,Student123!,Sai,Soriano
Meridian Polytechnic College,ORG Officer (COLLEGE OF Sub-Org 1),camille.ito54@meridianpolytechniccollege.edu.ph,Student123!,Camille,Ito
Meridian Polytechnic College,ORG Officer (COLLEGE OF Sub-Org 1),zoe.thomas17@meridianpolytechniccollege.edu.ph,Student123!,Zoe,Thomas
Meridian Polytechnic College,ORG Officer (COLLEGE OF Sub-Org 2),olivia.soriano73@meridianpolytechniccollege.edu.ph,Student123!,Olivia Jr.,Soriano
Meridian Polytechnic College,ORG Officer (COLLEGE OF Sub-Org 1),juan.reddy55@meridianpolytechniccollege.edu.ph,Student123!,Juan Jr.,Reddy
Meridian Polytechnic College,ORG Officer (COLLEGE OF Sub-Org 1),jerome.jain90@meridianpolytechniccollege.edu.ph,Student123!,Jerome,Jain
Meridian Polytechnic College,ORG Officer (COLLEGE OF Sub-Org 2),stella.tanaka46@meridianpolytechniccollege.edu.ph,Student123!,Stella,Tanaka
St. Jude State University,SSG Officer,charles.santos53@stjudestateuniversity.edu.ph,Student123!,Charles,Santos
St. Jude State University,SSG Officer,zoe.zhao28@stjudestateuniversity.edu.ph,Student123!,Zoe,Zhao
St. Jude State University,SSG Officer,amelia.walker37@stjudestateuniversity.edu.ph,Student123!,Amelia,Walker
St. Jude State University,SSG Officer,margaret.kumar83@stjudestateuniversity.edu.ph,Student123!,Margaret,Kumar
St. Jude State University,SG Officer (College of Business Administration Student Gov),sarah.martinez26@stjudestateuniversity.edu.ph,Student123!,Sarah,Martinez
St. Jude State University,SG Officer (College of Business Administration Student Gov),valentina.guzman59@stjudestateuniversity.edu.ph,Student123!,Valentina,Guzman
St. Jude State University,SG Officer (College of Hospitality and Tourism Student Gov),omar.robinson75@stjudestateuniversity.edu.ph,Student123!,Omar II,Robinson
St. Jude State University,SG Officer (College of Veterinary Medicine Student Gov),sai.zhao56@stjudestateuniversity.edu.ph,Student123!,Sai,Zhao
St. Jude State University,SG Officer (College of Computer Studies Student Gov),amelia.padilla57@stjudestateuniversity.edu.ph,Student123!,Amelia,Padilla
St. Jude State University,SG Officer (College of Computer Studies Student Gov),zoe.zhao28@stjudestateuniversity.edu.ph,Student123!,Zoe,Zhao
St. Jude State University,SG Officer (College of Dentistry Student Gov),barbara.rivera22@stjudestateuniversity.edu.ph,Student123!,Barbara,Rivera
St. Jude State University,SG Officer (College of Maritime Studies Student Gov),margaret.nakamura10@stjudestateuniversity.edu.ph,Student123!,Margaret,Nakamura
St. Jude State University,SG Officer (College of Architecture and Fine Arts Student Gov),natalie.sato78@stjudestateuniversity.edu.ph,Student123!,Natalie,Sato
St. Jude State University,SG Officer (College of Architecture and Fine Arts Student Gov),hannah.kumar2@stjudestateuniversity.edu.ph,Student123!,Hannah,Kumar
St. Jude State University,SG Officer (College of Architecture and Fine Arts Student Gov),barbara.rivera22@stjudestateuniversity.edu.ph,Student123!,Barbara,Rivera
St. Jude State University,ORG Officer (COLLEGE OF Sub-Org 1),samuel.taylor22@stjudestateuniversity.edu.ph,Student123!,Samuel IV,Taylor
St. Jude State University,ORG Officer (COLLEGE OF Sub-Org 1),aisha.nair51@stjudestateuniversity.edu.ph,Student123!,Aisha,Nair
