School,Role,Email,Password,First Name,Last Name
La Salle University,Student,valentina.torres75@lasalleuniversity.edu.ph,Student123!,Valentina,Torres
La Salle University,Student,ethan.ocampo66@lasalleuniversity.edu.ph,Student123!,Ethan,Ocampo
La Salle University,Student,leah.hernandez82@lasalleuniversity.edu.ph,Student123!,Leah,Hernandez
La Salle University,Student,daniel.rao29@lasalleuniversity.edu.ph,Student123!,Daniel II,Rao
La Salle University,Student,michael.garcia79@lasalleuniversity.edu.ph,Student123!,Michael,Garcia
La Salle University,Student,sophia.castillo64@lasalleuniversity.edu.ph,Student123!,Sophia III,Castillo
La Salle University,Student,linda.sato55@lasalleuniversity.edu.ph,Student123!,Linda Jr.,Sato
La Salle University,Student,vihaan.nakamura72@lasalleuniversity.edu.ph,Student123!,Vihaan,Nakamura
La Salle University,Student,jackson.moore68@lasalleuniversity.edu.ph,Student123!,Jackson,Moore
La Salle University,Student,rhea.huang93@lasalleuniversity.edu.ph,Student123!,Rhea,Huang
La Salle University,Student,diya.aguilar96@lasalleuniversity.edu.ph,Student123!,Diya,Aguilar
La Salle University,Student,mateo.huang36@lasalleuniversity.edu.ph,Student123!,Mateo,Huang
La Salle University,Student,aubrey.walker92@lasalleuniversity.edu.ph,Student123!,Aubrey,Walker
La Salle University,Student,juan.santos11@lasalleuniversity.edu.ph,Student123!,Juan,Santos
La Salle University,Student,sandra.park9@lasalleuniversity.edu.ph,Student123!,Sandra Sr.,Park
La Salle University,Student,mariana.molina27@lasalleuniversity.edu.ph,Student123!,Mariana,Molina
La Salle University,Student,joshua.gupta3@lasalleuniversity.edu.ph,Student123!,Joshua,Gupta
La Salle University,Student,sebastian.smith54@lasalleuniversity.edu.ph,Student123!,Sebastian III,Smith
La Salle University,Student,jack.lewis4@lasalleuniversity.edu.ph,Student123!,Jack,Lewis
La Salle University,Student,hiroshi.watanabe22@lasalleuniversity.edu.ph,Student123!,Hiroshi,Watanabe
La Salle University,Student,addison.alcantara76@lasalleuniversity.edu.ph,Student123!,Addison,Alcantara
La Salle University,Student,christopher.yamamoto24@lasalleuniversity.edu.ph,Student123!,Christopher III,Yamamoto
La Salle University,Student,mason.bautista44@lasalleuniversity.edu.ph,Student123!,Mason,Bautista
La Salle University,Student,omar.ali61@lasalleuniversity.edu.ph,Student123!,Omar,Ali
La Salle University,Student,rhea.rizal84@lasalleuniversity.edu.ph,Student123!,Rhea,Rizal
La Salle University,Student,rhea.young80@lasalleuniversity.edu.ph,Student123!,Rhea,Young
La Salle University,Student,patricia.soriano60@lasalleuniversity.edu.ph,Student123!,Patricia Sr.,Soriano
La Salle University,Student,susan.salazar92@lasalleuniversity.edu.ph,Student123!,Susan,Salazar
La Salle University,Student,isabella.wilson74@lasalleuniversity.edu.ph,Student123!,Isabella II,Wilson
La Salle University,Student,emma.li14@lasalleuniversity.edu.ph,Student123!,Emma Sr.,Li
La Salle University,Student,aarav.ferrer55@lasalleuniversity.edu.ph,Student123!,Aarav IV,Ferrer
La Salle University,Student,thomas.castro54@lasalleuniversity.edu.ph,Student123!,Thomas,Castro
La Salle University,Student,amelia.mendoza59@lasalleuniversity.edu.ph,Student123!,Amelia,Mendoza
La Salle University,Student,jessica.liu35@lasalleuniversity.edu.ph,Student123!,Jessica,Liu
La Salle University,Student,ethan.villanueva35@lasalleuniversity.edu.ph,Student123!,Ethan,Villanueva
La Salle University,Student,diya.lopez32@lasalleuniversity.edu.ph,Student123!,Diya,Lopez
La Salle University,Student,liam.brown24@lasalleuniversity.edu.ph,Student123!,Liam,Brown
La Salle University,Student,oliver.reddy77@lasalleuniversity.edu.ph,Student123!,Oliver,Reddy
La Salle University,Student,aria.harris63@lasalleuniversity.edu.ph,Student123!,Aria III,Harris
La Salle University,Student,yuki.soriano58@lasalleuniversity.edu.ph,Student123!,Yuki,Soriano
La Salle University,Student,sofia.lewis40@lasalleuniversity.edu.ph,Student123!,Sofia,Lewis
La Salle University,Student,samuel.aguilar96@lasalleuniversity.edu.ph,Student123!,Samuel,Aguilar
La Salle University,Student,oliver.nakamura30@lasalleuniversity.edu.ph,Student123!,Oliver II,Nakamura
La Salle University,Student,camila.thomas98@lasalleuniversity.edu.ph,Student123!,Camila,Thomas
La Salle University,Student,betty.chen98@lasalleuniversity.edu.ph,Student123!,Betty IV,Chen
La Salle University,Student,matthew.harris39@lasalleuniversity.edu.ph,Student123!,Matthew Sr.,Harris
La Salle University,Student,diego.garcia90@lasalleuniversity.edu.ph,Student123!,Diego,Garcia
La Salle University,Student,anthony.johnson57@lasalleuniversity.edu.ph,Student123!,Anthony III,Johnson
La Salle University,Student,richard.allen52@lasalleuniversity.edu.ph,Student123!,Richard Jr.,Allen
La Salle University,Student,isaac.castillo73@lasalleuniversity.edu.ph,Student123!,Isaac Sr.,Castillo
La Salle University,Student,alejandro.thomas78@lasalleuniversity.edu.ph,Student123!,Alejandro,Thomas
Misamis University,Student,julian.cruz31@misamisuniversity.edu.ph,Student123!,Julian,Dela Cruz
Misamis University,Student,elizabeth.anderson64@misamisuniversity.edu.ph,Student123!,Elizabeth,Anderson
Misamis University,Student,angelica.rao73@misamisuniversity.edu.ph,Student123!,Angelica,Rao
Misamis University,Student,aria.pascual72@misamisuniversity.edu.ph,Student123!,Aria,Pascual
Misamis University,Student,linda.thomas2@misamisuniversity.edu.ph,Student123!,Linda,Thomas
Misamis University,Student,jessica.smith50@misamisuniversity.edu.ph,Student123!,Jessica IV,Smith
Misamis University,Student,mason.anderson66@misamisuniversity.edu.ph,Student123!,Mason,Anderson
Misamis University,Student,hinata.park38@misamisuniversity.edu.ph,Student123!,Hinata Jr.,Park
Misamis University,Student,logan.verma71@misamisuniversity.edu.ph,Student123!,Logan Sr.,Verma
Misamis University,Student,zoe.young76@misamisuniversity.edu.ph,Student123!,Zoe,Young
Misamis University,Student,hussain.rivera97@misamisuniversity.edu.ph,Student123!,Hussain,Rivera
Misamis University,Student,karen.cruz76@misamisuniversity.edu.ph,Student123!,Karen,Cruz
Misamis University,Student,william.smith3@misamisuniversity.edu.ph,Student123!,William,Smith
Misamis University,Student,angelica.white36@misamisuniversity.edu.ph,Student123!,Angelica,White
Misamis University,Student,harper.martinez56@misamisuniversity.edu.ph,Student123!,Harper Jr.,Martinez
Misamis University,Student,mia.wright48@misamisuniversity.edu.ph,Student123!,Mia III,Wright
Misamis University,Student,aoi.lopez29@misamisuniversity.edu.ph,Student123!,Aoi,Lopez
Misamis University,Student,aditya.cruz52@misamisuniversity.edu.ph,Student123!,Aditya,Dela Cruz
Misamis University,Student,hassan.trinidad2@misamisuniversity.edu.ph,Student123!,Hassan IV,Trinidad
Misamis University,Student,amelia.ali19@misamisuniversity.edu.ph,Student123!,Amelia IV,Ali
Misamis University,Student,barbara.park2@misamisuniversity.edu.ph,Student123!,Barbara,Park
Misamis University,Student,abigail.villanueva82@misamisuniversity.edu.ph,Student123!,Abigail,Villanueva
Misamis University,Student,samuel.navarro63@misamisuniversity.edu.ph,Student123!,Samuel,Navarro
Misamis University,Student,elijah.brown55@misamisuniversity.edu.ph,Student123!,Elijah,Brown
Misamis University,Student,jackson.martinez49@misamisuniversity.edu.ph,Student123!,Jackson,Martinez
Misamis University,Student,patricia.williams59@misamisuniversity.edu.ph,Student123!,Patricia II,Williams
Misamis University,Student,mason.johnson71@misamisuniversity.edu.ph,Student123!,Mason,Johnson
Misamis University,Student,katrina.moore47@misamisuniversity.edu.ph,Student123!,Katrina,Moore
Misamis University,Student,camille.thomas38@misamisuniversity.edu.ph,Student123!,Camille,Thomas
Misamis University,Student,jack.nguyen10@misamisuniversity.edu.ph,Student123!,Jack,Nguyen
Misamis University,Student,diego.lopez52@misamisuniversity.edu.ph,Student123!,Diego,Lopez
Misamis University,Student,juan.thompson43@misamisuniversity.edu.ph,Student123!,Juan III,Thompson
Misamis University,Student,aiden.miller34@misamisuniversity.edu.ph,Student123!,Aiden,Miller
Misamis University,Student,angelica.taylor45@misamisuniversity.edu.ph,Student123!,Angelica,Taylor
Misamis University,Student,lucas.domingo41@misamisuniversity.edu.ph,Student123!,Lucas,Domingo
Misamis University,Student,james.miranda64@misamisuniversity.edu.ph,Student123!,James II,Miranda
Misamis University,Student,jasmine.liu29@misamisuniversity.edu.ph,Student123!,Jasmine III,Liu
Misamis University,Student,diego.miller36@misamisuniversity.edu.ph,Student123!,Diego Sr.,Miller
Misamis University,Student,grace.lee93@misamisuniversity.edu.ph,Student123!,Grace,Lee
Misamis University,Student,joseph.lopez67@misamisuniversity.edu.ph,Student123!,Joseph,Lopez
Misamis University,Student,yuki.king12@misamisuniversity.edu.ph,Student123!,Yuki,King
Misamis University,Student,charles.park99@misamisuniversity.edu.ph,Student123!,Charles,Park
Misamis University,Student,sebastian.rodriguez72@misamisuniversity.edu.ph,Student123!,Sebastian,Rodriguez
Misamis University,Student,daniel.anderson1@misamisuniversity.edu.ph,Student123!,Daniel,Anderson
Misamis University,Student,kavya.velasco41@misamisuniversity.edu.ph,Student123!,Kavya Jr.,Velasco
Misamis University,Student,christopher.yang30@misamisuniversity.edu.ph,Student123!,Christopher,Yang
Misamis University,Student,aisha.ferrer60@misamisuniversity.edu.ph,Student123!,Aisha Jr.,Ferrer
Misamis University,Student,julian.cruz33@misamisuniversity.edu.ph,Student123!,Julian III,Cruz
Misamis University,Student,nathaniel.castro72@misamisuniversity.edu.ph,Student123!,Nathaniel,Castro
Misamis University,Student,sandra.nair67@misamisuniversity.edu.ph,Student123!,Sandra IV,Nair
Misamis University,Student,julian.cortez45@misamisuniversity.edu.ph,Student123!,Julian III,Cortez
Misamis University,Student,diego.soriano80@misamisuniversity.edu.ph,Student123!,Diego Jr.,Soriano
Misamis University,Student,samuel.sanchez69@misamisuniversity.edu.ph,Student123!,Samuel,Sanchez
Misamis University,Student,joshua.gupta5@misamisuniversity.edu.ph,Student123!,Joshua,Gupta
Misamis University,Student,david.martin85@misamisuniversity.edu.ph,Student123!,David,Martin
Misamis University,Student,margaret.tanaka28@misamisuniversity.edu.ph,Student123!,Margaret II,Tanaka
Misamis University,Student,carlos.navarro31@misamisuniversity.edu.ph,Student123!,Carlos,Navarro
Misamis University,Student,sophia.navarro35@misamisuniversity.edu.ph,Student123!,Sophia,Navarro
Misamis University,Student,william.yang76@misamisuniversity.edu.ph,Student123!,William,Yang
Misamis University,Student,hinata.allen65@misamisuniversity.edu.ph,Student123!,Hinata,Allen
Misamis University,Student,jessica.cruz52@misamisuniversity.edu.ph,Student123!,Jessica II,Cruz
Misamis University,Student,mariana.santos57@misamisuniversity.edu.ph,Student123!,Mariana,Santos
Misamis University,Student,emma.mendoza46@misamisuniversity.edu.ph,Student123!,Emma,Mendoza
Misamis University,Student,camille.patel94@misamisuniversity.edu.ph,Student123!,Camille Sr.,Patel
Misamis University,Student,abigail.santos6@misamisuniversity.edu.ph,Student123!,Abigail,Santos
Misamis University,Student,amina.brown14@misamisuniversity.edu.ph,Student123!,Amina,Brown
Misamis University,Student,rhea.hernandez65@misamisuniversity.edu.ph,Student123!,Rhea,Hernandez
Misamis University,Student,dylan.tanaka91@misamisuniversity.edu.ph,Student123!,Dylan II,Tanaka
Misamis University,Student,richard.tanaka52@misamisuniversity.edu.ph,Student123!,Richard Jr.,Tanaka
Misamis University,Student,angelica.robinson35@misamisuniversity.edu.ph,Student123!,Angelica,Robinson
Misamis University,Student,james.hernandez41@misamisuniversity.edu.ph,Student123!,James III,Hernandez
Misamis University,Student,jerome.davis98@misamisuniversity.edu.ph,Student123!,Jerome III,Davis
Misamis University,Student,camila.anderson45@misamisuniversity.edu.ph,Student123!,Camila Sr.,Anderson
Misamis University,Student,harper.maceda57@misamisuniversity.edu.ph,Student123!,Harper,Maceda
Misamis University,Student,camille.ramos91@misamisuniversity.edu.ph,Student123!,Camille,Ramos
Misamis University,Student,ethan.guzman91@misamisuniversity.edu.ph,Student123!,Ethan II,Guzman
Misamis University,Student,natalie.brown9@misamisuniversity.edu.ph,Student123!,Natalie,Brown
Misamis University,Student,emma.torres39@misamisuniversity.edu.ph,Student123!,Emma,Torres
Misamis University,Student,yuki.padilla17@misamisuniversity.edu.ph,Student123!,Yuki II,Padilla
Misamis University,Student,mia.garcia98@misamisuniversity.edu.ph,Student123!,Mia,Garcia
Misamis University,Student,charles.molina13@misamisuniversity.edu.ph,Student123!,Charles,Molina
Misamis University,Student,nathaniel.bermudez70@misamisuniversity.edu.ph,Student123!,Nathaniel,Bermudez
Misamis University,Student,tariq.huang88@misamisuniversity.edu.ph,Student123!,Tariq,Huang
Misamis University,Student,linda.garcia5@misamisuniversity.edu.ph,Student123!,Linda,Garcia
Misamis University,Student,jack.ferrer51@misamisuniversity.edu.ph,Student123!,Jack Jr.,Ferrer
Misamis University,Student,jasmine.jain50@misamisuniversity.edu.ph,Student123!,Jasmine IV,Jain
Misamis University,Student,mateo.garcia31@misamisuniversity.edu.ph,Student123!,Mateo,Garcia
Misamis University,Student,yuki.tanaka28@misamisuniversity.edu.ph,Student123!,Yuki,Tanaka
Misamis University,Student,carter.torres48@misamisuniversity.edu.ph,Student123!,Carter,Torres
Misamis University,Student,james.patel98@misamisuniversity.edu.ph,Student123!,James,Patel
Misamis University,Student,valeria.johnson2@misamisuniversity.edu.ph,Student123!,Valeria II,Johnson
Misamis University,Student,betty.chen24@misamisuniversity.edu.ph,Student123!,Betty III,Chen
Misamis University,Student,jackson.alcantara81@misamisuniversity.edu.ph,Student123!,Jackson Jr.,Alcantara
Misamis University,Student,margaret.verma13@misamisuniversity.edu.ph,Student123!,Margaret,Verma
Misamis University,Student,zainab.kumar83@misamisuniversity.edu.ph,Student123!,Zainab,Kumar
Misamis University,Student,oliver.young70@misamisuniversity.edu.ph,Student123!,Oliver,Young
Misamis University,Student,chloe.allen12@misamisuniversity.edu.ph,Student123!,Chloe Jr.,Allen
Misamis University,Student,harper.lewis37@misamisuniversity.edu.ph,Student123!,Harper Jr.,Lewis
Misamis University,Student,camille.tolentino73@misamisuniversity.edu.ph,Student123!,Camille,Tolentino
Misamis University,Student,valeria.ferrer95@misamisuniversity.edu.ph,Student123!,Valeria IV,Ferrer
Misamis University,Student,isabella.perez54@misamisuniversity.edu.ph,Student123!,Isabella Sr.,Perez
Misamis University,Student,vihaan.johnson46@misamisuniversity.edu.ph,Student123!,Vihaan II,Johnson
Misamis University,Student,charles.allen4@misamisuniversity.edu.ph,Student123!,Charles,Allen
Misamis University,Student,james.ocampo21@misamisuniversity.edu.ph,Student123!,James II,Ocampo
Misamis University,Student,sarah.harris22@misamisuniversity.edu.ph,Student123!,Sarah,Harris
Misamis University,Student,thomas.aquino67@misamisuniversity.edu.ph,Student123!,Thomas,Aquino
Misamis University,Student,sakura.smith13@misamisuniversity.edu.ph,Student123!,Sakura,Smith
Misamis University,Student,hassan.anderson69@misamisuniversity.edu.ph,Student123!,Hassan,Anderson
Misamis University,Student,ella.aguilar41@misamisuniversity.edu.ph,Student123!,Ella,Aguilar
Misamis University,Student,yuki.soriano13@misamisuniversity.edu.ph,Student123!,Yuki,Soriano
Misamis University,Student,aoi.miller44@misamisuniversity.edu.ph,Student123!,Aoi,Miller
Misamis University,Student,evelyn.zhao28@misamisuniversity.edu.ph,Student123!,Evelyn,Zhao
Misamis University,Student,luke.martin62@misamisuniversity.edu.ph,Student123!,Luke,Martin
Misamis University,Student,mariana.reyes66@misamisuniversity.edu.ph,Student123!,Mariana,Reyes
Misamis University,Student,sakura.huang23@misamisuniversity.edu.ph,Student123!,Sakura Jr.,Huang
Misamis University,Student,hannah.nguyen18@misamisuniversity.edu.ph,Student123!,Hannah Sr.,Nguyen
Misamis University,Student,joseph.allen36@misamisuniversity.edu.ph,Student123!,Joseph III,Allen
Misamis University,Student,amina.taylor96@misamisuniversity.edu.ph,Student123!,Amina,Taylor
Misamis University,Student,sophia.mendoza26@misamisuniversity.edu.ph,Student123!,Sophia,Mendoza
Misamis University,Student,zainab.castillo82@misamisuniversity.edu.ph,Student123!,Zainab Jr.,Castillo
Misamis University,Student,diego.li17@misamisuniversity.edu.ph,Student123!,Diego Sr.,Li
Misamis University,Student,oliver.taylor32@misamisuniversity.edu.ph,Student123!,Oliver,Taylor
Misamis University,Student,david.sharma54@misamisuniversity.edu.ph,Student123!,David Jr.,Sharma
Misamis University,Student,ava.allen45@misamisuniversity.edu.ph,Student123!,Ava Jr.,Allen
Misamis University,Student,katrina.ocampo51@misamisuniversity.edu.ph,Student123!,Katrina,Ocampo
Misamis University,Student,hannah.alcantara88@misamisuniversity.edu.ph,Student123!,Hannah Jr.,Alcantara
Misamis University,Student,dylan.lopez88@misamisuniversity.edu.ph,Student123!,Dylan,Lopez
Misamis University,Student,valentina.chen75@misamisuniversity.edu.ph,Student123!,Valentina Sr.,Chen
Misamis University,Student,mary.kumar36@misamisuniversity.edu.ph,Student123!,Mary IV,Kumar
Misamis University,Student,emma.lee26@misamisuniversity.edu.ph,Student123!,Emma,Lee
Misamis University,Student,jack.johnson72@misamisuniversity.edu.ph,Student123!,Jack III,Johnson
Misamis University,Student,sanya.patel6@misamisuniversity.edu.ph,Student123!,Sanya,Patel
Misamis University,Student,mei.patel51@misamisuniversity.edu.ph,Student123!,Mei IV,Patel
Misamis University,Student,joseph.hill39@misamisuniversity.edu.ph,Student123!,Joseph II,Hill
Misamis University,Student,harper.villanueva88@misamisuniversity.edu.ph,Student123!,Harper,Villanueva
Misamis University,Student,hinata.lewis2@misamisuniversity.edu.ph,Student123!,Hinata,Lewis
Misamis University,Student,susan.tolentino50@misamisuniversity.edu.ph,Student123!,Susan Sr.,Tolentino
Misamis University,Student,nathaniel.thomas33@misamisuniversity.edu.ph,Student123!,Nathaniel Sr.,Thomas
Misamis University,Student,hiroshi.moore84@misamisuniversity.edu.ph,Student123!,Hiroshi,Moore
Misamis University,Student,juan.watanabe66@misamisuniversity.edu.ph,Student123!,Juan IV,Watanabe
Misamis University,Student,evelyn.chen77@misamisuniversity.edu.ph,Student123!,Evelyn,Chen
Misamis University,Student,zainab.trinidad93@misamisuniversity.edu.ph,Student123!,Zainab Sr.,Trinidad
Misamis University,Student,leah.guzman34@misamisuniversity.edu.ph,Student123!,Leah,Guzman
Misamis University,Student,gabriel.gomez93@misamisuniversity.edu.ph,Student123!,Gabriel Sr.,Gomez
Misamis University,Student,camille.white47@misamisuniversity.edu.ph,Student123!,Camille,White
Misamis University,Student,margaret.young5@misamisuniversity.edu.ph,Student123!,Margaret,Young
Misamis University,Student,christopher.wang86@misamisuniversity.edu.ph,Student123!,Christopher,Wang
Misamis University,Student,olivia.brown35@misamisuniversity.edu.ph,Student123!,Olivia,Brown
Misamis University,Student,ali.liu73@misamisuniversity.edu.ph,Student123!,Ali,Liu
Misamis University,Student,owen.santos76@misamisuniversity.edu.ph,Student123!,Owen,Santos
Misamis University,Student,rhea.sanchez56@misamisuniversity.edu.ph,Student123!,Rhea,Sanchez
Misamis University,Student,paolo.wright94@misamisuniversity.edu.ph,Student123!,Paolo,Wright
Misamis University,Student,aditya.rodriguez17@misamisuniversity.edu.ph,Student123!,Aditya II,Rodriguez
Misamis University,Student,liam.torres74@misamisuniversity.edu.ph,Student123!,Liam Jr.,Torres
Misamis University,Student,chloe.lopez98@misamisuniversity.edu.ph,Student123!,Chloe,Lopez
Misamis University,Student,valeria.kumar51@misamisuniversity.edu.ph,Student123!,Valeria,Kumar
Misamis University,Student,sarah.anderson18@misamisuniversity.edu.ph,Student123!,Sarah II,Anderson
Misamis University,Student,ali.li35@misamisuniversity.edu.ph,Student123!,Ali,Li
Misamis University,Student,mary.rao84@misamisuniversity.edu.ph,Student123!,Mary II,Rao
Misamis University,Student,alejandro.verma15@misamisuniversity.edu.ph,Student123!,Alejandro,Verma
Misamis University,Student,christian.reyes8@misamisuniversity.edu.ph,Student123!,Christian,Reyes
Misamis University,Student,margaret.suzuki14@misamisuniversity.edu.ph,Student123!,Margaret,Suzuki
Misamis University,Student,michael.alcantara16@misamisuniversity.edu.ph,Student123!,Michael,Alcantara
Misamis University,Student,angelica.perez11@misamisuniversity.edu.ph,Student123!,Angelica,Perez
Misamis University,Student,daniel.cortez27@misamisuniversity.edu.ph,Student123!,Daniel,Cortez
Misamis University,Student,zainab.thompson65@misamisuniversity.edu.ph,Student123!,Zainab,Thompson
Misamis University,Student,juan.tanaka64@misamisuniversity.edu.ph,Student123!,Juan,Tanaka
Misamis University,Student,owen.harris83@misamisuniversity.edu.ph,Student123!,Owen,Harris
Misamis University,Student,yuki.navarro95@misamisuniversity.edu.ph,Student123!,Yuki,Navarro
Misamis University,Student,joshua.ocampo74@misamisuniversity.edu.ph,Student123!,Joshua,Ocampo
Misamis University,Student,akira.bautista1@misamisuniversity.edu.ph,Student123!,Akira III,Bautista
Misamis University,Student,czarina.davis98@misamisuniversity.edu.ph,Student123!,Czarina,Davis
Misamis University,Student,sai.martin69@misamisuniversity.edu.ph,Student123!,Sai,Martin
Misamis University,Student,marianne.kim85@misamisuniversity.edu.ph,Student123!,Marianne,Kim
Misamis University,Student,michael.martin23@misamisuniversity.edu.ph,Student123!,Michael,Martin
Misamis University,Student,isabella.white25@misamisuniversity.edu.ph,Student123!,Isabella,White
Misamis University,Student,michael.salazar89@misamisuniversity.edu.ph,Student123!,Michael IV,Salazar
Misamis University,Student,tariq.patel89@misamisuniversity.edu.ph,Student123!,Tariq,Patel
Misamis University,Student,susan.jones80@misamisuniversity.edu.ph,Student123!,Susan III,Jones
Misamis University,Student,aoi.martin23@misamisuniversity.edu.ph,Student123!,Aoi,Martin
Misamis University,Student,isaac.zhang32@misamisuniversity.edu.ph,Student123!,Isaac,Zhang
Misamis University,Student,sakura.kim85@misamisuniversity.edu.ph,Student123!,Sakura,Kim
Misamis University,Student,czarina.walker30@misamisuniversity.edu.ph,Student123!,Czarina III,Walker
Misamis University,Student,adrian.bautista1@misamisuniversity.edu.ph,Student123!,Adrian,Bautista
Misamis University,Student,paolo.soriano29@misamisuniversity.edu.ph,Student123!,Paolo,Soriano
Misamis University,Student,patricia.robinson65@misamisuniversity.edu.ph,Student123!,Patricia,Robinson
Misamis University,Student,samuel.patel71@misamisuniversity.edu.ph,Student123!,Samuel,Patel
Misamis University,Student,chloe.white16@misamisuniversity.edu.ph,Student123!,Chloe,White
Misamis University,Student,diya.sanchez63@misamisuniversity.edu.ph,Student123!,Diya Jr.,Sanchez
Misamis University,Student,emma.gonzalez71@misamisuniversity.edu.ph,Student123!,Emma,Gonzalez
Misamis University,Student,aoi.lopez81@misamisuniversity.edu.ph,Student123!,Aoi,Lopez
Misamis University,Student,evelyn.king26@misamisuniversity.edu.ph,Student123!,Evelyn,King
Misamis University,Student,omar.king89@misamisuniversity.edu.ph,Student123!,Omar Sr.,King
Misamis University,Student,rhea.lee82@misamisuniversity.edu.ph,Student123!,Rhea,Lee
Misamis University,Student,carlos.martin86@misamisuniversity.edu.ph,Student123!,Carlos,Martin
Misamis University,Student,hinata.rao81@misamisuniversity.edu.ph,Student123!,Hinata,Rao
Misamis University,Student,amina.aquino80@misamisuniversity.edu.ph,Student123!,Amina Sr.,Aquino
Misamis University,Student,lucas.sato32@misamisuniversity.edu.ph,Student123!,Lucas,Sato
Misamis University,Student,enrico.reddy69@misamisuniversity.edu.ph,Student123!,Enrico Jr.,Reddy
Misamis University,Student,emma.tanaka14@misamisuniversity.edu.ph,Student123!,Emma,Tanaka
Misamis University,Student,jack.takahashi40@misamisuniversity.edu.ph,Student123!,Jack IV,Takahashi
Misamis University,Student,elizabeth.johnson23@misamisuniversity.edu.ph,Student123!,Elizabeth III,Johnson
Misamis University,Student,chloe.kumar30@misamisuniversity.edu.ph,Student123!,Chloe,Kumar
Misamis University,Student,leah.mendoza61@misamisuniversity.edu.ph,Student123!,Leah II,Mendoza
Misamis University,Student,camila.allen81@misamisuniversity.edu.ph,Student123!,Camila Sr.,Allen
